code_geo,libelle,part_commerce_transport_services_2023,population_2022,nb_etablissements_2023,densite_population_2022,taux_activite_2022,mediane_niveau_vie_2021,part_industrie_2023,part_construction_2023,nb_hotels_2022,nb_campings_2022
23208,Saint-Léger-le-Guérétois,0.0,398.0,7.0,28.5,77.0,22200.0,0.0,28.6,0.0,0.0
23209,Saint-Loup,55.6,192.0,3.0,10.2,80.9,18900.0,0.0,0.0,0.0,0.0
23210,Saint-Maixant,0.0,233.0,3.0,16.8,76.8,22580.0,0.0,20.0,0.0,0.0
23211,Saint-Marc-à-Frongier,0.0,427.0,7.0,16.8,73.6,22230.0,7.1,7.1,0.0,0.0
23212,Saint-Marc-à-Loubaud,18.2,126.0,5.0,6.8,80.0,19290.0,0.0,36.4,0.0,1.0
23213,Saint-Marien,0.0,199.0,6.0,15.6,66.7,16120.0,26.7,0.0,0.0,0.0
23214,Saint-Martial-le-Mont,0.0,264.0,5.0,25.8,74.0,20080.0,15.4,0.0,0.0,0.0
23215,Saint-Martial-le-Vieux,60.0,151.0,4.0,6.8,76.8,19380.0,0.0,0.0,0.0,0.0
23216,Saint-Martin-Château,4.3,152.0,7.0,4.9,67.1,17020.0,4.3,4.3,0.0,0.0
23217,Saint-Martin-Sainte-Catherine,57.9,330.0,6.0,12.1,70.9,19770.0,0.0,0.0,0.0,0.0
23218,Saint-Maurice-près-Crocq,0.0,100.0,2.0,7.1,70.5,16820.0,0.0,0.0,0.0,0.0
23219,Saint-Maurice-la-Souterraine,33.1,1126.0,31.0,28.3,77.5,20890.0,29.1,15.7,0.0,0.0
23220,Saint-Médard-la-Rochette,2.9,553.0,14.0,14.2,71.5,20070.0,0.0,35.3,0.0,1.0
23221,Saint-Merd-la-Breuille,0.0,195.0,6.0,4.9,73.4,19780.0,11.1,0.0,0.0,0.0
23222,Saint-Michel-de-Veisse,21.4,166.0,7.0,10.7,81.7,21140.0,14.3,0.0,0.0,0.0
23223,Saint-Moreil,23.1,218.0,5.0,9.1,67.9,14420.0,0.0,0.0,0.0,0.0
23224,Saint-Oradoux-de-Chirouze,0.0,71.0,2.0,2.5,57.5,,0.0,50.0,0.0,1.0
23225,Saint-Oradoux-près-Crocq,0.0,109.0,2.0,8.2,75.8,18270.0,0.0,0.0,0.0,0.0
23226,Saint-Pardoux-d'Arnet,12.5,164.0,7.0,10.0,82.4,19870.0,0.0,12.5,0.0,0.0
23227,Saint-Pardoux-Morterolles,25.0,211.0,4.0,5.8,64.9,18690.0,0.0,0.0,0.0,0.0
23228,Saint-Pardoux-le-Neuf,71.4,196.0,3.0,26.1,81.4,22290.0,0.0,0.0,0.0,0.0
23229,Saint-Pardoux-les-Cards,0.0,289.0,2.0,11.7,77.7,19930.0,0.0,0.0,0.0,0.0
23230,Saint-Pierre-Chérignat,4.8,165.0,6.0,7.0,74.5,19630.0,0.0,61.9,0.0,0.0
23232,Saint-Pierre-Bellevue,4.8,213.0,8.0,6.5,70.4,19720.0,42.9,14.3,0.0,0.0
23233,Saint-Pierre-le-Bost,53.8,119.0,7.0,6.9,67.7,19880.0,0.0,0.0,0.0,0.0
23234,Saint-Priest,22.2,150.0,5.0,6.7,75.3,18150.0,0.0,33.3,0.0,0.0
23235,Saint-Priest-la-Feuille,22.6,721.0,12.0,26.3,76.9,21390.0,0.0,3.2,0.0,0.0
23236,Saint-Priest-la-Plaine,25.0,256.0,4.0,11.7,75.2,22310.0,0.0,0.0,0.0,0.0
23237,Saint-Priest-Palus,0.0,55.0,2.0,5.2,79.2,,0.0,81.8,0.0,0.0
23238,Saint-Quentin-la-Chabanne,59.5,368.0,6.0,12.4,75.0,20200.0,0.0,10.8,0.0,0.0
23239,Saint-Sébastien,23.5,629.0,15.0,25.2,65.8,19570.0,5.9,11.8,0.0,0.0
23240,Saint-Silvain-Bas-le-Roc,78.9,409.0,5.0,26.7,71.3,21170.0,0.0,0.0,0.0,0.0
23241,Saint-Silvain-Bellegarde,7.7,198.0,7.0,9.5,66.7,18960.0,30.8,0.0,0.0,0.0
23242,Saint-Silvain-Montaigut,33.3,193.0,5.0,20.2,74.8,19710.0,0.0,33.3,0.0,0.0
23243,Saint-Silvain-sous-Toulx,0.0,147.0,1.0,10.1,69.4,17380.0,0.0,0.0,0.0,0.0
23244,Saint-Sulpice-le-Dunois,8.3,570.0,10.0,18.5,76.0,20930.0,0.0,25.0,0.0,0.0
23245,Saint-Sulpice-le-Guérétois,17.2,1901.0,47.0,52.5,77.6,23930.0,0.2,4.9,0.0,0.0
23246,Saint-Sulpice-les-Champs,17.6,343.0,7.0,15.8,76.2,20540.0,5.9,11.8,0.0,0.0
23247,Saint-Vaury,8.1,1729.0,48.0,37.2,74.8,22450.0,3.2,4.4,0.0,1.0
23248,Saint-Victor-en-Marche,9.1,348.0,4.0,20.9,78.4,23370.0,0.0,0.0,0.0,0.0
23249,Saint-Yrieix-la-Montagne,14.3,221.0,9.0,9.2,72.3,18700.0,0.0,7.1,0.0,0.0
23250,Saint-Yrieix-les-Bois,0.0,281.0,5.0,17.9,72.8,20020.0,0.0,11.1,0.0,0.0
23251,Tardes,0.0,119.0,3.0,5.6,78.4,16890.0,0.0,0.0,0.0,0.0
23252,Tercillat,0.0,154.0,1.0,11.3,67.9,16780.0,0.0,0.0,0.0,0.0
23253,Thauron,18.2,170.0,7.0,7.6,71.0,19810.0,0.0,0.0,0.0,0.0
23254,Toulx-Sainte-Croix,78.8,252.0,7.0,7.2,70.1,19270.0,0.0,0.0,0.0,0.0
23255,Trois-Fonds,0.0,132.0,2.0,13.9,75.5,20990.0,0.0,0.0,0.0,0.0
23257,Vallière,33.3,714.0,23.0,14.7,74.0,20150.0,13.3,30.0,0.0,1.0
23258,Vareilles,36.4,322.0,5.0,18.2,74.8,20960.0,0.0,0.0,1.0,0.0
23259,Verneiges,28.6,124.0,4.0,16.3,82.1,25950.0,0.0,0.0,0.0,0.0
23260,Vidaillat,40.0,201.0,5.0,8.5,65.4,18550.0,0.0,0.0,0.0,0.0
23261,Viersat,0.0,281.0,7.0,9.7,74.5,19070.0,0.0,0.0,0.0,0.0
23262,Vigeville,0.0,164.0,1.0,22.6,80.4,19470.0,0.0,0.0,0.0,0.0
23263,Villard,5.6,381.0,10.0,23.3,74.5,22050.0,11.1,11.1,0.0,0.0
23264,La Villedieu,0.0,51.0,1.0,9.1,85.2,,0.0,0.0,0.0,0.0
23265,La Villeneuve,70.0,45.0,3.0,10.1,55.6,,0.0,0.0,0.0,0.0
23266,La Villetelle,0.0,166.0,2.0,10.3,67.0,17290.0,66.7,0.0,0.0,0.0
24001,Abjat-sur-Bandiat,12.0,635.0,11.0,23.0,73.6,19940.0,28.0,36.0,0.0,1.0
24002,Agonac,22.2,1809.0,33.0,48.6,76.6,23340.0,7.6,15.7,0.0,0.0
24004,Ajat,0.0,300.0,5.0,13.7,79.3,21390.0,0.0,0.0,0.0,0.0
24005,Alles-sur-Dordogne,33.3,384.0,13.0,40.8,78.2,20850.0,0.0,37.5,0.0,1.0
24006,Allas-les-Mines,36.4,195.0,7.0,27.7,81.4,22320.0,9.1,18.2,0.0,0.0
24007,Allemans,2.9,543.0,10.0,29.0,74.2,23880.0,5.7,51.4,0.0,0.0
24008,Angoisse,17.3,595.0,19.0,25.7,75.0,20850.0,0.0,6.2,0.0,2.0
24009,Anlhiac,15.8,266.0,6.0,22.4,69.5,21890.0,0.0,73.7,0.0,0.0
24010,Annesse-et-Beaulieu,17.0,1478.0,30.0,121.9,77.3,23160.0,8.3,7.8,1.0,0.0
24011,Antonne-et-Trigonant,14.3,1221.0,30.0,60.4,81.9,22750.0,2.9,1.5,2.0,3.0
24012,Archignac,12.5,403.0,5.0,17.6,78.0,21200.0,0.0,0.0,0.0,0.0
24014,Aubas,65.5,615.0,19.0,35.1,75.9,21750.0,6.9,10.3,0.0,0.0
24015,Audrix,52.2,272.0,8.0,43.7,73.1,21470.0,13.0,13.0,1.0,0.0
24016,Augignac,28.2,825.0,23.0,36.4,74.7,20580.0,47.6,13.7,0.0,0.0
24018,Auriac-du-Périgord,23.4,400.0,16.0,21.5,73.5,21140.0,31.9,10.6,1.0,0.0
24019,Azerat,51.7,449.0,15.0,22.4,74.2,20090.0,0.0,25.9,0.0,0.0
24020,La Bachellerie,54.6,895.0,18.0,51.6,78.6,21560.0,0.0,21.3,0.0,0.0
24021,Badefols-d'Ans,5.0,410.0,10.0,22.4,71.3,18620.0,0.0,55.0,0.0,0.0
24022,Badefols-sur-Dordogne,38.5,205.0,9.0,33.8,76.2,23450.0,3.8,7.7,1.0,2.0
24023,Baneuil,0.7,316.0,10.0,35.5,75.4,22280.0,96.6,0.0,0.0,0.0
24024,Bardou,0.0,43.0,1.0,9.0,69.6,,0.0,0.0,0.0,0.0
24025,Bars,9.1,243.0,6.0,10.8,74.0,19300.0,0.0,18.2,0.0,0.0
24026,Bassillac et Auberoche,30.1,4365.0,83.0,42.3,77.7,23300.0,2.6,11.5,0.0,2.0
24027,Bayac,8.5,356.0,5.0,34.8,76.8,21200.0,0.0,71.2,0.0,0.0
24028,Beaumontois en Périgord,35.5,1730.0,87.0,23.8,79.3,21650.0,7.6,22.1,0.0,2.0
24029,Beaupouyet,14.3,558.0,12.0,24.7,74.2,19920.0,14.3,14.3,0.0,0.0
24030,Beauregard-de-Terrasson,27.3,706.0,7.0,88.6,77.2,21650.0,0.0,9.1,0.0,0.0
24031,Beauregard-et-Bassac,25.0,308.0,10.0,25.6,85.9,21870.0,0.0,0.0,0.0,0.0
24032,Beauronne,0.0,372.0,7.0,19.3,70.8,20330.0,0.0,37.5,0.0,0.0
24034,Beleymas,1.2,281.0,12.0,17.5,68.7,22500.0,3.5,6.4,0.0,0.0
24035,Pays de Belvès,17.4,1310.0,87.0,42.6,73.2,20370.0,14.3,2.1,2.0,2.0
24036,Berbiguières,20.0,178.0,4.0,33.3,70.3,20470.0,0.0,0.0,0.0,0.0
24037,Bergerac,43.4,26852.0,1334.0,478.6,71.3,20040.0,8.0,5.1,10.0,1.0
24038,Bertric-Burée,87.3,435.0,15.0,26.0,78.4,19400.0,0.0,6.0,0.0,0.0
24039,Besse,0.0,153.0,7.0,9.4,81.2,18150.0,78.3,4.3,0.0,0.0
24040,Beynac-et-Cazenac,60.0,447.0,33.0,35.1,75.1,21910.0,11.7,10.0,2.0,1.0
24042,Biras,15.2,715.0,13.0,36.8,84.7,21840.0,0.0,48.5,1.0,0.0
24043,Biron,86.7,146.0,6.0,11.2,73.3,19600.0,0.0,0.0,0.0,2.0
24045,Boisse,27.3,249.0,7.0,15.0,80.8,21240.0,0.0,18.2,0.0,0.0
24046,Boisseuilh,0.0,110.0,8.0,9.2,61.0,15780.0,30.0,15.0,0.0,0.0
24048,Bonneville-et-Saint-Avit-de-Fumadières,0.0,302.0,6.0,42.9,77.5,20580.0,63.3,0.0,0.0,0.0
24050,Borrèze,22.4,352.0,9.0,12.9,72.9,18860.0,32.7,0.0,0.0,1.0
24051,Bosset,0.0,233.0,2.0,16.0,77.0,21790.0,0.0,0.0,0.0,0.0
24052,Bouillac,0.0,123.0,3.0,10.0,78.7,18510.0,0.0,0.0,0.0,0.0
24053,Boulazac Isle Manoire,54.6,10628.0,522.0,190.0,76.6,23310.0,20.6,12.0,7.0,1.0
24054,Bouniagues,36.1,589.0,23.0,68.3,82.6,21730.0,8.2,13.1,0.0,0.0
24055,Bourdeilles,16.2,793.0,21.0,36.3,66.3,20560.0,1.5,2.5,1.0,0.0
24056,Le Bourdeix,27.3,240.0,7.0,20.5,71.1,20430.0,59.1,4.5,0.0,0.0
24057,Bourg-des-Maisons,6.4,72.0,6.0,8.0,76.1,,85.1,0.0,0.0,0.0
24058,Bourg-du-Bost,50.0,237.0,3.0,33.1,79.5,20700.0,0.0,0.0,0.0,0.0
24059,Bourgnac,0.0,352.0,5.0,38.9,77.2,22550.0,12.5,50.0,0.0,0.0
24060,Bourniquel,0.0,67.0,4.0,7.5,90.6,,0.0,0.0,0.0,0.0
24061,Bourrou,57.1,132.0,8.0,14.5,85.5,21950.0,0.0,2.9,0.0,0.0
24062,Bouteilles-Saint-Sébastien,14.3,175.0,4.0,12.5,70.5,19980.0,0.0,0.0,0.0,0.0
24063,Bouzic,37.5,154.0,5.0,13.1,87.0,24500.0,25.0,0.0,0.0,1.0
24064,Brantôme en Périgord,37.9,3748.0,175.0,28.1,77.6,22100.0,20.0,5.3,6.0,3.0
24066,Brouchaud,0.0,217.0,1.0,18.2,67.1,19530.0,0.0,0.0,0.0,0.0
24067,Le Bugue,50.5,2638.0,152.0,91.1,72.9,20450.0,9.7,13.1,3.0,3.0
24068,Le Buisson-de-Cadouin,46.7,1954.0,103.0,38.8,75.8,20970.0,9.5,15.7,2.0,4.0
24069,Bussac,42.9,385.0,4.0,22.9,79.7,24140.0,0.0,0.0,0.0,0.0
24070,Busserolles,17.0,505.0,12.0,15.6,65.9,19120.0,58.5,7.5,0.0,1.0
24071,Bussière-Badil,36.8,372.0,11.0,18.7,72.9,18530.0,15.8,0.0,0.0,0.0
24073,Calès,51.3,373.0,12.0,46.5,74.2,22110.0,2.6,7.7,0.0,0.0
24074,Calviac-en-Périgord,70.8,541.0,17.0,37.3,79.3,21520.0,0.0,12.3,0.0,1.0
24075,Campagnac-lès-Quercy,8.2,324.0,8.0,16.5,73.9,20860.0,77.6,4.1,0.0,0.0
24076,Campagne,50.0,418.0,10.0,29.0,70.7,20560.0,12.5,4.2,0.0,1.0
24077,Campsegret,55.2,398.0,19.0,28.8,68.4,21770.0,6.9,6.9,1.0,1.0
24080,Capdrot,34.6,461.0,14.0,10.5,74.6,21100.0,0.0,0.0,1.0,0.0
24081,Carlux,15.5,655.0,22.0,49.2,77.4,21240.0,6.4,16.4,1.0,1.0
24082,Carsac-Aillac,29.7,1549.0,82.0,89.5,73.1,22730.0,42.1,8.4,4.0,3.0
24083,Carsac-de-Gurson,0.0,212.0,10.0,30.7,78.9,21170.0,0.0,40.0,0.0,1.0
24084,Carves,20.0,101.0,4.0,10.0,73.3,,0.0,0.0,0.0,0.0
24085,La Cassagne,40.0,151.0,2.0,10.2,82.8,22840.0,0.0,0.0,0.0,1.0
24086,Castelnaud-la-Chapelle,54.2,449.0,40.0,21.5,73.1,21250.0,9.9,2.1,0.0,2.0
24087,Castels et Bézenac,25.9,805.0,27.0,33.9,74.6,20770.0,19.5,12.1,1.0,3.0
24088,Cause-de-Clérans,45.5,336.0,3.0,23.4,68.6,21940.0,0.0,9.1,0.0,0.0
24090,Celles,40.7,611.0,12.0,22.0,75.1,21640.0,0.0,0.0,0.0,0.0
24091,Cénac-et-Saint-Julien,58.3,1189.0,60.0,59.8,76.0,21790.0,10.3,21.4,1.0,2.0
24094,Chalagnac,14.0,442.0,8.0,31.2,79.5,22110.0,28.0,34.0,0.0,0.0
24095,Chalais,72.9,404.0,13.0,21.5,70.6,19600.0,11.9,0.0,1.0,0.0
24096,Champagnac-de-Belair,9.8,783.0,30.0,42.4,76.4,21720.0,65.6,6.2,1.0,0.0
24097,Champagne-et-Fontaine,59.1,343.0,10.0,13.7,73.6,21480.0,20.5,0.0,0.0,0.0
24098,Champcevinel,53.8,3077.0,71.0,173.6,77.5,25900.0,1.1,10.7,0.0,0.0
24100,Champniers-et-Reilhac,20.0,511.0,12.0,25.0,66.0,18550.0,0.0,60.0,0.0,0.0
24101,Champs-Romain,37.5,287.0,9.0,14.1,73.4,19680.0,46.9,0.0,0.0,1.0
24102,Chancelade,56.2,4442.0,115.0,273.7,77.2,22760.0,13.3,13.7,3.0,0.0
24104,Chantérac,0.0,647.0,6.0,34.2,79.1,22430.0,47.1,0.0,0.0,0.0
24105,Chapdeuil,14.3,140.0,3.0,18.2,78.7,23390.0,42.9,0.0,0.0,0.0
24106,La Chapelle-Aubareil,50.0,542.0,22.0,27.3,82.0,20810.0,0.0,28.8,1.0,2.0
24107,La Chapelle-Faucher,12.7,386.0,12.0,21.0,73.7,21470.0,63.4,8.5,0.0,0.0
24108,La Chapelle-Gonaguet,33.3,1058.0,13.0,55.5,77.9,24620.0,0.0,19.4,0.0,0.0
24109,La Chapelle-Grésignac,11.1,102.0,4.0,14.7,77.2,,0.0,0.0,0.0,0.0
24110,La Chapelle-Montabourlet,0.0,57.0,1.0,9.9,76.7,,0.0,0.0,0.0,0.0
24111,La Chapelle-Montmoreau,0.0,75.0,3.0,9.3,87.5,,45.5,0.0,0.0,0.0
24113,La Chapelle-Saint-Jean,0.0,84.0,1.0,22.7,70.2,,0.0,0.0,0.0,0.0
24114,Chassaignes,0.0,73.0,2.0,12.6,79.6,,0.0,0.0,0.0,0.0
24115,Château-l'Évêque,23.1,2162.0,32.0,60.6,77.8,23220.0,3.8,26.9,0.0,0.0
24116,Châtres,69.2,181.0,4.0,14.8,72.2,20730.0,0.0,0.0,0.0,0.0
24117,Les Coteaux Périgourdins,6.9,551.0,14.0,28.3,81.4,23490.0,0.0,24.1,0.0,0.0
24119,Cherval,31.2,226.0,15.0,12.1,76.6,21500.0,0.0,0.0,0.0,0.0
24120,Cherveix-Cubas,66.1,555.0,22.0,37.1,76.0,22320.0,0.0,11.3,0.0,1.0
24121,Chourgnac,0.0,69.0,3.0,9.9,76.3,,0.0,0.0,0.0,0.0
24122,Cladech,0.0,87.0,1.0,15.8,87.8,,0.0,0.0,0.0,0.0
24123,Clermont-de-Beauregard,33.3,123.0,4.0,19.7,73.2,17550.0,0.0,0.0,0.0,0.0
24124,Clermont-d'Excideuil,21.4,248.0,3.0,24.8,77.7,21290.0,0.0,50.0,0.0,0.0
24126,Colombier,0.0,279.0,12.0,39.7,82.8,23010.0,0.0,2.2,0.0,0.0
24128,Comberanche-et-Épeluche,0.0,165.0,3.0,42.0,74.5,21390.0,85.7,0.0,0.0,0.0
24129,Condat-sur-Trincou,1.0,495.0,13.0,29.9,78.4,21360.0,95.1,2.9,0.0,0.0
24130,Condat-sur-Vézère,34.3,865.0,12.0,52.0,71.6,20960.0,43.3,1.5,2.0,0.0
24131,Connezac,83.3,76.0,2.0,13.1,75.6,,0.0,0.0,0.0,0.0
24132,Conne-de-Labarde,35.3,255.0,7.0,25.4,79.8,23760.0,0.0,11.8,0.0,0.0
24133,La Coquille,34.1,1259.0,40.0,56.3,67.2,19490.0,3.7,16.2,1.0,0.0
24134,Corgnac-sur-l'Isle,53.8,862.0,18.0,41.8,74.2,20630.0,0.0,5.8,0.0,0.0
24135,Cornille,23.8,688.0,14.0,52.8,80.1,25320.0,0.0,0.0,0.0,0.0
24136,Coubjours,30.0,108.0,6.0,11.3,81.7,20150.0,0.0,0.0,0.0,0.0
24137,Coulaures,1.2,758.0,19.0,26.3,74.2,21230.0,10.6,23.5,0.0,0.0
24138,Coulounieix-Chamiers,46.5,7537.0,277.0,347.3,74.1,22030.0,21.0,9.9,1.0,0.0
24139,Coursac,48.7,2326.0,46.0,94.4,77.6,24550.0,8.0,15.5,0.0,0.0
24140,Cours-de-Pile,12.0,1563.0,16.0,144.6,77.7,22390.0,6.0,2.0,0.0,0.0
24141,Coutures,60.0,198.0,5.0,23.2,70.9,21550.0,0.0,20.0,0.0,0.0
24142,Coux et Bigaroque-Mouzens,47.8,1234.0,33.0,44.9,80.8,21920.0,6.7,20.0,2.0,3.0
24143,Couze-et-Saint-Front,30.3,715.0,18.0,87.3,73.9,21160.0,21.2,16.7,0.0,1.0
24144,Creyssac,0.0,104.0,4.0,22.8,94.5,,0.0,37.5,0.0,0.0
24145,Creysse,71.0,1738.0,161.0,157.7,75.2,22110.0,16.6,9.0,1.0,0.0
24146,Creyssensac-et-Pissot,71.4,266.0,8.0,30.9,80.5,23010.0,0.0,0.0,0.0,0.0
24147,Cubjac-Auvézère-Val d'Ans,15.8,1116.0,32.0,28.2,79.0,21580.0,12.5,10.0,0.0,1.0
24148,Cunèges,21.9,315.0,10.0,52.7,72.4,21640.0,6.2,21.9,0.0,0.0
24150,Daglan,61.2,556.0,22.0,27.9,73.8,22150.0,6.1,14.3,0.0,2.0
24151,Doissat,0.0,101.0,7.0,6.6,79.1,,0.0,0.0,0.0,0.0
24152,Domme,25.9,901.0,70.0,36.2,76.9,21430.0,3.7,2.3,2.0,5.0
24153,La Dornac,6.7,404.0,6.0,25.5,85.1,23070.0,0.0,20.0,0.0,0.0
24154,Douchapt,71.0,349.0,6.0,40.2,81.4,20310.0,0.0,12.9,0.0,0.0
24155,Douville,38.3,456.0,18.0,22.9,77.6,22030.0,24.3,23.4,1.0,2.0
24156,La Douze,39.5,1147.0,33.0,49.8,81.3,20340.0,9.9,1.2,0.0,2.0
24157,Douzillac,42.9,846.0,15.0,49.3,74.8,20570.0,0.0,17.9,0.0,0.0
24158,Dussac,7.1,426.0,11.0,21.0,72.8,21510.0,0.0,5.9,0.0,0.0
24159,Échourgnac,66.7,395.0,18.0,11.3,67.4,20300.0,0.0,2.1,0.0,0.0
24160,Église-Neuve-de-Vergt,23.7,583.0,25.0,78.5,81.4,24840.0,0.0,39.5,0.0,0.0
24161,Église-Neuve-d'Issac,0.0,122.0,2.0,7.3,81.0,21600.0,0.0,0.0,0.0,0.0
24162,Escoire,0.0,399.0,2.0,101.3,74.6,23230.0,0.0,0.0,0.0,0.0
24163,Étouars,0.0,165.0,1.0,21.1,69.9,16550.0,0.0,0.0,0.0,0.0
24164,Excideuil,26.8,1195.0,59.0,238.0,74.2,20240.0,4.5,0.3,1.0,1.0
24165,Eygurande-et-Gardedeuil,25.0,407.0,9.0,11.4,78.5,20460.0,0.0,18.8,0.0,0.0
24167,Eymet,41.1,2553.0,106.0,81.7,71.5,21130.0,11.2,4.5,0.0,1.0
24168,Plaisance,7.1,410.0,14.0,16.6,77.6,19540.0,61.9,14.3,0.0,0.0
24171,Eyzerac,39.8,547.0,27.0,49.6,71.9,22310.0,23.5,31.6,0.0,0.0
24172,Les Eyzies,40.6,1133.0,79.0,21.2,77.9,20540.0,3.1,1.4,6.0,4.0
24174,Fanlac,10.0,137.0,5.0,9.5,64.4,18650.0,0.0,50.0,0.0,0.0
24175,Les Farges,19.4,308.0,8.0,37.8,78.5,23120.0,51.6,19.4,0.0,0.0
24176,Faurilles,0.0,36.0,3.0,8.4,70.0,,0.0,0.0,0.0,0.0
24177,Faux-en-Périgord,67.6,669.0,11.0,41.6,79.1,23020.0,0.0,0.0,0.0,0.0
24179,La Feuillade,73.7,797.0,21.0,200.8,78.7,23840.0,13.5,4.7,0.0,0.0
24180,Firbeix,47.1,298.0,9.0,13.2,69.6,18920.0,0.0,0.0,0.0,0.0
24182,Le Fleix,30.0,1498.0,39.0,83.0,72.9,20970.0,7.2,1.1,0.0,0.0
24183,Fleurac,68.8,320.0,10.0,14.4,77.1,23150.0,0.0,6.2,0.0,0.0
24184,Florimont-Gaumier,58.3,163.0,8.0,18.0,72.2,20150.0,0.0,16.7,0.0,0.0
24186,Fonroque,8.7,333.0,10.0,37.0,78.8,17700.0,0.0,39.1,0.0,1.0
24188,Fossemagne,41.4,553.0,17.0,25.3,77.5,20110.0,29.3,5.2,0.0,1.0
24189,Fougueyrolles,4.5,454.0,10.0,39.7,75.7,21640.0,0.0,9.1,0.0,0.0
24190,Fouleix,22.2,273.0,17.0,25.0,77.3,22190.0,0.0,5.6,0.0,0.0
24191,Fraisse,20.0,173.0,2.0,8.0,86.4,21770.0,0.0,0.0,0.0,0.0
24192,Gabillou,0.0,97.0,2.0,12.3,72.7,,0.0,0.0,0.0,0.0
24193,Gageac-et-Rouillac,28.9,441.0,15.0,31.5,77.3,23510.0,0.0,28.9,0.0,0.0
24194,Gardonne,39.8,1607.0,39.0,194.6,72.9,20870.0,16.0,17.2,0.0,1.0
24195,Gaugeac,62.5,107.0,5.0,10.5,71.4,18250.0,0.0,0.0,0.0,1.0
24196,Génis,27.8,508.0,7.0,19.6,70.3,21630.0,0.0,27.8,0.0,0.0
24197,Ginestet,8.6,758.0,14.0,58.0,79.3,22690.0,0.0,45.7,0.0,0.0
24199,Gout-Rossignol,9.5,362.0,10.0,14.5,67.0,21150.0,0.0,0.0,0.0,0.0
24200,Grand-Brassac,54.8,538.0,10.0,17.0,72.9,21330.0,0.0,21.4,0.0,0.0
24202,Granges-d'Ans,0.0,148.0,3.0,12.5,76.3,23100.0,0.0,0.0,0.0,0.0
24205,Grignols,41.9,668.0,15.0,32.7,78.7,21280.0,2.3,4.7,1.0,0.0
24206,Grives,0.0,106.0,7.0,13.1,78.9,,9.1,63.6,0.0,0.0
24207,Groléjac,29.2,675.0,29.0,55.0,77.6,22420.0,3.3,50.0,1.0,2.0
24208,Grun-Bordas,0.0,247.0,6.0,20.1,81.5,21390.0,52.6,15.8,0.0,0.0
24209,Hautefaye,0.0,128.0,1.0,10.3,75.0,16480.0,0.0,0.0,0.0,0.0
24210,Hautefort,52.9,814.0,53.0,31.7,77.2,21050.0,2.5,23.4,2.0,0.0
24211,Issac,4.8,437.0,5.0,18.7,73.6,21290.0,0.0,0.0,0.0,0.0
24212,Issigeac,46.0,748.0,40.0,81.7,73.2,21440.0,3.6,1.5,0.0,0.0
24213,Jaure,41.7,178.0,4.0,23.6,80.2,20670.0,0.0,25.0,0.0,0.0
24214,Javerlhac-et-la-Chapelle-Saint-Robert,28.0,818.0,36.0,28.0,75.4,19930.0,24.6,13.6,0.0,0.0
24215,Jayac,53.3,188.0,11.0,10.6,74.5,21280.0,16.7,16.7,1.0,1.0
24216,La Jemaye-Ponteyraud,25.0,148.0,4.0,4.4,68.7,19980.0,0.0,0.0,0.0,1.0
24217,Journiac,37.8,481.0,15.0,25.5,75.2,21180.0,4.4,24.4,0.0,0.0
24218,Jumilhac-le-Grand,20.1,1140.0,30.0,17.1,73.7,20450.0,2.2,23.5,0.0,1.0
24220,Lacropte,78.6,691.0,22.0,26.3,78.0,21140.0,5.8,6.8,0.0,0.0
24221,Rudeau-Ladosse,1.2,154.0,6.0,11.2,54.9,19740.0,0.0,6.0,0.0,0.0
24222,La Force,4.9,2687.0,49.0,172.2,77.2,22110.0,0.3,1.5,1.0,0.0
24223,Lalinde,28.2,2936.0,147.0,106.0,70.1,21750.0,18.7,3.7,1.0,3.0
24224,Lamonzie-Montastruc,23.7,692.0,15.0,33.5,78.5,22900.0,7.9,26.3,0.0,1.0
24225,Lamonzie-Saint-Martin,36.3,2745.0,46.0,133.0,71.6,21290.0,32.0,12.9,0.0,0.0
24226,Lamothe-Montravel,24.9,1430.0,43.0,123.0,77.3,21010.0,28.9,14.6,0.0,0.0
24227,Lanouaille,14.7,938.0,43.0,39.4,77.3,19450.0,10.6,18.4,1.0,0.0
24228,Lanquais,11.1,501.0,11.0,34.6,72.5,23290.0,0.0,33.3,0.0,0.0
24229,Le Lardin-Saint-Lazare,20.6,1666.0,51.0,153.5,74.5,20390.0,61.3,7.4,0.0,0.0
24230,Larzac,44.4,148.0,6.0,21.8,84.3,20360.0,0.0,11.1,0.0,0.0
24231,Lavalade,0.0,105.0,4.0,26.6,70.4,,0.0,80.0,0.0,0.0
24232,Lavaur,0.0,81.0,2.0,9.0,82.2,,0.0,0.0,0.0,0.0
24234,Les Lèches,20.7,383.0,25.0,17.7,75.9,21820.0,29.3,25.5,0.0,0.0
24236,Léguillac-de-l'Auche,35.3,974.0,18.0,68.1,80.4,23380.0,41.2,2.0,0.0,0.0
24237,Lembras,40.3,1255.0,24.0,118.5,72.0,23360.0,6.0,7.5,1.0,0.0
24238,Lempzours,0.0,133.0,5.0,12.2,80.0,21370.0,0.0,0.0,0.0,1.0
24240,Limeuil,58.6,339.0,17.0,32.1,76.1,20300.0,0.0,5.2,1.0,2.0
24241,Limeyrat,3.6,430.0,12.0,21.8,73.7,21130.0,50.0,19.6,0.0,0.0
24242,Liorac-sur-Louyre,39.1,260.0,11.0,12.8,66.8,22630.0,21.7,0.0,0.0,0.0
