Code;Libellé;Part des effectifs des commerces, transports, services divers 2023;Population municipale 2022;Nombre d'établissements 2023;Densité de population (historique depuis 1876) 2022;Taux d'activité par tranche d'âge 2022;Médiane du niveau de vie 2021;Part des effectifs de l'industrie 2023;Part des effectifs de la construction 2023
9114;Erp;25,0;132;2;14.3;79.7;17600;0,0;0,0
9115;Esclagne;0,0;121;3;34.4;75,0;20830;0,0;0,0
9116;Escosse;26.2;362;12;24.4;79.3;22100;0,0;9.5
9117;Esplas;0,0;105;3;13.7;77.4;N/A - secret statistique;0,0;0,0
9118;Esplas-de-Sérou;0,0;171;3;5,0;85.2;16000;0,0;0,0
9119;Eycheil;2.2;530;9;111.1;74.6;21680;83,0;1.1
9120;Fabas;4.2;353;10;15.3;75.9;19250;0,0;0,0
9121;Ferrières-sur-Ariège;3.9;775;12;224,0;74.4;24090;26.6;4.7
9122;Foix;37.4;9731;635;503.7;73.6;20950;1.4;1.8
9123;Fornex;0,0;107;4;11.1;76.8;20620;88.2;5.9
9124;Le Fossat;37.4;1061;52;73.6;77.4;20630;19.4;14.3
9125;Fougax-et-Barrineuf;16,0;430;4;13.7;74.5;18510;0,0;0,0
9126;Freychenet;0,0;82;1;3.3;79.2;N/A - secret statistique;0,0;0,0
9127;Gabre;25,0;124;4;9.3;71.7;19640;0,0;0,0
9128;Gajan;41.4;330;13;40.4;80,0;22770;0,0;37.9
9129;Galey;0,0;113;2;12.1;69.4;15980;0,0;0,0
9130;Ganac;7.4;746;9;36.9;82.1;21980;0,0;44.4
9131;Garanou;40,0;146;2;48.5;71.3;23020;0,0;0,0
9132;Gaudiès;12.5;235;4;22.6;74.5;21340;0,0;12.5
9133;Génat;0,0;24;3;2.9;92.9;N/A - secret statistique;25,0;0,0
9134;Gestiès;0,0;36;1;1.3;60,0;N/A - secret statistique;0,0;0,0
9136;Gourbit;16.7;79;2;4.4;78.9;20640;0,0;0,0
9137;Gudas;33.3;197;3;18.4;81.8;22710;0,0;0,0
9138;L'Herm;4,0;189;5;12.9;82.9;21490;56,0;0,0
9139;L'Hospitalet-près-l'Andorre;37.8;95;8;3.6;78.8;N/A - secret statistique;0,0;0,0
9140;Ignaux;71.4;126;6;23,0;70.7;23510;0,0;0,0
9141;Illartein;0,0;73;2;18.4;76.2;N/A - secret statistique;0,0;0,0
9142;Ilhat;0,0;124;3;18,0;78.5;18560;0,0;60,0
9143;Illier-et-Laramade;0,0;38;1;7.6;63.6;N/A - secret statistique;0,0;0,0
9145;Les Issards;25,0;253;2;66.4;75.1;23430;0,0;0,0
9146;Justiniac;0,0;58;1;12.7;79.4;N/A - secret statistique;0,0;0,0
9147;Labatut;14.3;177;4;49.4;80.2;23180;0,0;14.3
9148;Lacave;0,0;116;2;25.8;77.8;25540;0,0;0,0
9149;Lacourt;0,0;201;1;12.2;69,0;18670;0,0;0,0
9150;Lagarde;50,0;210;6;17.6;76.3;19070;10,0;0,0
9151;Lanoux;0,0;62;1;16.5;76.3;N/A - secret statistique;0,0;0,0
9152;Lapège;0,0;18;1;2.2;85.7;N/A - secret statistique;0,0;0,0
9153;Lapenne;60,0;120;4;5.6;76.8;20140;0,0;0,0
9154;Larbont;25,0;60;3;9.7;86.7;N/A - secret statistique;0,0;25,0
9155;Larcat;0,0;49;1;5.3;73.9;N/A - secret statistique;0,0;0,0
9156;Larnat;33.3;19;4;3.4;64.3;N/A - secret statistique;0,0;0,0
9157;Laroque-d'Olmes;42,0;2414;89;168.1;68,0;19360;36.9;10,0
9158;Lasserre;12.5;252;5;29.8;71.8;19170;0,0;0,0
9159;Lassur;33.3;84;2;7,0;79.2;N/A - secret statistique;0,0;0,0
9160;Lavelanet;31.8;6018;210;478.8;64.6;18140;19.7;9.6
9161;Léran;17.2;616;22;51.7;72.1;19620;0,0;9.7
9162;Lercoul;0,0;14;1;0.7;83.3;N/A - secret statistique;0,0;0,0
9163;Lescousse;0,0;82;1;9.7;82.1;N/A - secret statistique;0,0;0,0
9164;Lescure;30.4;483;16;18.7;78.3;21770;0,0;34.8
9165;Lesparrou;0,0;233;1;14.5;75.2;19080;0,0;0,0
9166;Leychert;0,0;112;2;19.4;75,0;21470;0,0;50,0
9167;Lézat-sur-Lèze;31.8;2341;83;58.3;77.9;21870;11.1;11.9
9168;Lieurac;0,0;180;4;28,0;77.3;20050;0,0;0,0
9169;Limbrassac;0,0;119;5;9.6;78.4;19420;0,0;0,0
9170;Lissac;0,0;240;4;63.7;81.9;22290;0,0;28.6
9171;Lordat;0,0;63;3;8.5;77.8;N/A - secret statistique;0,0;50,0
9172;Loubaut;0,0;28;1;11.7;66.7;N/A - secret statistique;0,0;0,0
9173;Loubens;4.2;277;9;23.6;77.5;22390;0,0;62.5
9174;Loubières;50,0;359;6;123.8;76.8;23670;18.2;9.1
9175;Ludiès;50,0;99;2;52.9;73.8;N/A - secret statistique;0,0;0,0
9176;Luzenac;4.7;514;20;19.4;72.2;22200;41.4;0,0
9177;Madière;0,0;272;4;26.5;79.8;21910;0,0;0,0
9178;Malegoude;0,0;37;2;6,0;78.9;N/A - secret statistique;92.9;0,0
9179;Malléon;87.5;79;2;11.7;69.4;N/A - secret statistique;0,0;0,0
9180;Manses;0,0;128;2;8.3;83,0;21850;0,0;0,0
9181;Le Mas-d'Azil;23.7;1236;47;31.4;74.5;18510;6.5;5.6
9182;Massat;24.6;741;33;16.6;75.4;14390;0,0;4.5
9183;Mauvezin-de-Prat;70,0;99;3;53.5;79.7;N/A - secret statistique;0,0;0,0
9184;Mauvezin-de-Sainte-Croix;0,0;52;1;10,0;89.7;N/A - secret statistique;0,0;0,0
9185;Mazères;35.5;3866;130;87.8;80.4;21990;41,0;6.1
9186;Méras;0,0;97;1;26.3;72.5;N/A - secret statistique;0,0;0,0
9187;Mercenac;8,0;352;6;25.9;76.8;23500;0,0;0,0
9188;Mercus-Garrabet;19.5;1226;30;82.9;79.7;21170;46.1;7.8
9189;Mérens-les-Vals;8.5;168;11;2.1;79.2;17550;74.6;0,0
9190;Mérigon;0,0;113;1;17.9;73.5;17830;0,0;0,0
9192;Miglos;0,0;132;3;7,0;78.6;18620;0,0;20,0
9193;Mijanès;40,0;58;3;1.5;60,0;N/A - secret statistique;0,0;0,0
9194;Mirepoix;42.9;3106;167;65.7;71.6;20190;5.5;5.4
9195;Monesple;0,0;26;1;4.3;78.6;N/A - secret statistique;0,0;0,0
9196;Montagagne;0,0;82;1;11.6;71.6;N/A - secret statistique;0,0;0,0
9197;Montaillou;72.7;17;4;2,0;85.7;N/A - secret statistique;0,0;0,0
9198;Montardit;86.7;223;3;30.7;78,0;20860;0,0;0,0
9199;Montaut;23.2;694;19;19.8;80.7;22150;28.6;0,0
9200;Montbel;14.3;93;8;5.4;75.4;N/A - secret statistique;42.9;0,0
9201;Montégut-en-Couserans;0,0;73;3;11.8;86.5;N/A - secret statistique;0,0;50,0
9202;Montégut-Plantaurel;6.9;319;12;16.8;77.3;19280;3.9;0,0
9203;Montels;3.7;157;4;42.1;83.7;20450;0,0;0,0
9204;Montesquieu-Avantès;0,0;261;11;15.8;77,0;16390;0,0;22.2
9205;Montfa;0,0;94;2;11,0;79.7;N/A - secret statistique;0,0;60,0
9206;Montferrier;55.7;544;34;10.5;73.8;19410;17.7;5.1
9207;Montgailhard;59.8;1456;28;183.6;78.3;22580;9.4;8.7
9208;Montgauch;0,0;112;2;12.2;82.4;20650;0,0;50,0
9209;Montjoie-en-Couserans;55.6;1001;21;33.8;76.2;22580;1.6;27,0
9210;Montoulieu;9.1;416;3;29.5;78.9;23330;0,0;0,0
9211;Montségur;14.3;116;5;3.1;76.3;18490;0,0;0,0
9212;Montseron;0,0;103;1;11.6;77.6;N/A - secret statistique;0,0;0,0
9213;Moulin-Neuf;25,0;235;5;89.7;70.3;19460;0,0;25,0
9214;Moulis;38.4;796;13;21.8;73,0;20810;26.1;18.8
9215;Nalzen;16.7;112;4;20.4;79.2;21490;0,0;0,0
9216;Nescus;20,0;58;2;19.3;91.4;N/A - secret statistique;0,0;0,0
9217;Niaux;3.4;151;7;37.8;79.5;19690;82.8;0,0
9218;Orgeix;0,0;101;2;5.5;71,0;N/A - secret statistique;0,0;0,0
9219;Orgibet;0,0;164;3;22,0;80.5;18570;16.7;0,0
9220;Orlu;37.5;160;11;2.3;79,0;22310;0,0;0,0
9221;Ornolac-Ussat-les-Bains;29.6;248;11;20.7;77.9;18890;0,0;40.7
9222;Orus;0,0;24;2;2.6;47.4;N/A - secret statistique;0,0;0,0
9223;Oust;42.7;574;26;30.3;83.3;19850;6.7;5.6
9224;Pailhès;52.3;511;16;23.7;74.8;19120;22.7;4.5
9225;Pamiers;42.4;16512;755;360.1;75.2;19410;23,0;7.2
9226;Pech;25,0;37;2;7.7;76.5;N/A - secret statistique;0,0;0,0
9227;Péreille;33.3;186;2;34.7;68.8;23430;0,0;0,0
9228;Perles-et-Castelet;17.7;219;15;12.3;75.5;24120;31.2;25,0
9229;Le Peyrat;6.1;496;8;80.9;78,0;20700;0,0;18.2
9230;Le Pla;0,0;61;1;4.7;70,0;N/A - secret statistique;0,0;0,0
9231;Le Port;20,0;167;3;3.3;61,0;13800;0,0;0,0
9232;Prades;33.3;46;7;1.6;69.7;N/A - secret statistique;0,0;25,0
9233;Pradettes;81.2;44;2;12.5;86.4;N/A - secret statistique;0,0;0,0
9234;Pradières;0,0;124;1;18.3;83.1;21060;0,0;0,0
9235;Prat-Bonrepaux;22.3;858;23;59.5;70.7;20330;6.9;2.5
9236;Prayols;0,0;366;2;47.2;80.3;24700;0,0;0,0
9237;Le Puch;0,0;28;2;9.7;77.8;N/A - secret statistique;0,0;0,0
9238;Les Pujols;22.7;862;21;65.4;82.4;23380;6.7;29.3
9239;Quérigut;56.2;137;7;3.8;78.5;20640;0,0;6.2
9240;Quié;0,0;298;3;118.7;77.9;21490;11.1;0,0
9241;Rabat-les-Trois-Seigneurs;7.1;368;7;13.6;76.9;20570;7.1;14.3
9242;Raissac;12.5;49;5;12.8;72,0;N/A - secret statistique;25,0;37.5
9243;Régat;0,0;94;1;43.5;86.9;N/A - secret statistique;0,0;0,0
9244;Rieucros;45.7;720;13;129.3;79.2;21160;5.7;20,0
9245;Rieux-de-Pelleport;13.2;1261;19;154.5;76.3;22400;1.5;36.8
9246;Rimont;31.9;542;17;19.1;74.1;19220;19.1;2.1
9247;Rivèrenert;0,0;192;2;6.7;74.3;17500;42.9;0,0
9249;Roquefixade;50,0;150;3;12.2;74.3;24410;0,0;0,0
9250;Roquefort-les-Cascades;0,0;83;4;11.7;78.4;N/A - secret statistique;0,0;50,0
9251;Roumengoux;18.6;169;9;24.6;74.1;19890;26.7;47.7
9252;Rouze;0,0;85;1;8.9;63.6;N/A - secret statistique;0,0;0,0
9253;Sabarat;56.1;377;11;39.7;82.5;20750;14.6;7.3
9254;Saint-Amadou;0,0;272;3;58.6;81.6;23430;0,0;27.3
9256;Saint-Bauzeil;0,0;57;1;12.8;77.5;N/A - secret statistique;0,0;0,0
9257;Sainte-Croix-Volvestre;23.9;652;28;33.2;77.2;19690;1.9;19.4
9258;Saint-Félix-de-Rieutord;8.3;469;6;69.3;79.7;24470;0,0;25,0
9259;Saint-Félix-de-Tournegat;0,0;152;2;14.5;82.1;19940;0,0;0,0
9260;Sainte-Foi;0,0;30;1;12.4;72.7;N/A - secret statistique;0,0;0,0
9261;Saint-Girons;30.9;6129;331;320.4;74.3;20320;4.8;4.1
9262;Saint-Jean-d'Aigues-Vives;48.4;370;8;81.9;74.1;20400;0,0;38.7
9263;Saint-Jean-du-Castillonnais;0,0;28;3;5.9;55,0;N/A - secret statistique;0,0;0,0
9264;Saint-Jean-de-Verges;7.2;1288;70;101.2;77.6;23300;5.2;3.4
9265;Saint-Jean-du-Falga;63.8;2864;128;710.7;75.5;21830;1,0;3.5
9266;Saint-Julien-de-Gras-Capou;0,0;83;3;13.5;81.6;N/A - secret statistique;0,0;75,0
9267;Saint-Lary;0,0;147;9;4.3;71.4;16860;40,0;0,0
9268;Saint-Lizier;37.1;1384;65;153.6;71.7;24330;5.8;2.6
9269;Saint-Martin-de-Caralp;16.7;375;5;40.9;82.3;23990;0,0;8.3
9270;Saint-Martin-d'Oydes;27.3;251;5;21.6;75.9;19450;0,0;0,0
9271;Saint-Michel;42.9;91;4;15.4;82.4;N/A - secret statistique;0,0;0,0
9272;Saint-Paul-de-Jarrat;8.3;1354;29;60.2;78.7;21990;66.5;0.2
9273;Saint-Pierre-de-Rivière;23.4;676;18;287.7;77.5;23660;0,0;27.7
9274;Saint-Quentin-la-Tour;17.6;320;7;35.5;77.4;21940;52.9;0,0
9275;Saint-Quirc;1.3;369;8;98.4;78.9;22410;0,0;85.7
9276;Saint-Victor-Rouzaud;23.5;215;11;16.8;81.4;21420;29.4;5.9
9277;Saint-Ybars;13.6;670;20;27.6;82.1;22050;13.6;18.2
9279;Salsein;0,0;46;3;8,0;66.7;N/A - secret statistique;0,0;0,0
9280;Saurat;18.5;697;11;15.7;70.6;18790;7.4;7.4
9281;Sautel;83.3;127;6;13.9;84.4;19090;0,0;0,0
9282;Saverdun;32.5;4808;161;78.2;75.9;21960;20.2;3.5
9283;Savignac-les-Ormeaux;78.7;397;14;14,0;78.5;20690;0,0;5.3
9284;Ségura;6.2;194;5;22.1;78.9;20420;0,0;0,0
9285;Seix;23,0;743;43;8.6;71.3;18830;10.9;4.8
9289;Lorp-Sentaraille;37.8;1392;64;226.3;75.7;22190;30.4;20.7
9290;Sentein;17.6;170;8;2.9;83.9;15350;0,0;0,0
9291;Sentenac-d'Oust;0,0;105;3;5.7;77.8;14830;0,0;0,0
9292;Sentenac-de-Sérou;33.3;47;2;3.5;43.5;N/A - secret statistique;0,0;0,0
9293;Serres-sur-Arget;27.5;772;12;43.5;71.6;21610;5.8;1.4
9294;Sieuras;0,0;94;2;12.3;80.4;N/A - secret statistique;0,0;0,0
9295;Siguer;0,0;95;3;2.5;77.6;20900;0,0;0,0
9296;Aulos-Sinsat;56.7;157;11;31.1;76,0;20700;10,0;20,0
9297;Sor;0,0;28;1;25.9;94.1;N/A - secret statistique;0,0;0,0
9298;Sorgeat;0,0;90;2;4.8;79.7;N/A - secret statistique;0,0;0,0
9299;Soueix-Rogalle;20,0;425;9;31.1;73.1;20400;20,0;0,0
9300;Soula;40,0;171;2;15.3;70.3;22710;0,0;0,0
9301;Soulan;0,0;391;5;16.5;73.8;18140;0,0;15.4
9303;Surba;47.2;333;13;150,0;67.4;24620;8.3;27.8
9304;Suzan;0,0;24;1;7.9;89.5;N/A - résultat non disponible;0,0;0,0
9305;Tabre;12.9;342;10;120.8;76.7;21320;45.2;29,0
9306;Tarascon-sur-Ariège;46.9;3060;155;353.8;69.3;18950;14.9;8.4
9307;Taurignan-Castet;4,0;160;6;23.6;74.5;21400;4,0;72,0
9308;Taurignan-Vieux;9.1;206;4;35.2;75.3;23360;45.5;0,0
9309;Teilhet;37.5;162;5;18.1;70.3;23800;18.8;0,0
9310;Thouars-sur-Arize;0,0;40;2;17.1;90.3;N/A - secret statistique;0,0;0,0
9311;Tignac;0,0;20;1;5.7;70,0;N/A - secret statistique;0,0;0,0
9312;La Tour-du-Crieu;40.3;3268;55;317.9;77.2;22710;11.6;2,0
9313;Tourtouse;55.6;165;4;13.9;77.6;17840;0,0;0,0
9314;Tourtrol;14.3;247;12;49.7;82.9;22190;0,0;71.4
9315;Trémoulet;0,0;105;2;27,0;72.3;N/A - secret statistique;0,0;0,0
9316;Troye-d'Ariège;0,0;110;2;13.5;85.1;24860;0,0;0,0
9318;Unac;0,0;127;3;47.9;85.3;21050;0,0;0,0
9319;Unzent;33.3;119;4;15.1;85.5;N/A - secret statistique;0,0;0,0
9320;Urs;0,0;27;1;29.7;81.3;N/A - secret statistique;0,0;0,0
9321;Ussat;60,0;308;4;70,0;77.9;22140;0,0;0,0
9322;Ustou;75.5;259;24;2.6;74.1;18700;0,0;4.1
9323;Vals;0,0;87;1;21.1;69.8;N/A - secret statistique;0,0;0,0
9324;Varilhes;22.3;3491;110;296.9;78,0;22180;16.8;14.4
9325;Vaychis;0,0;35;1;7.8;55.6;N/A - secret statistique;0,0;0,0
9326;Vèbre;32.1;115;7;22.2;73.8;21790;0,0;60.7
9327;Ventenac;33.3;235;4;12,0;84.7;19560;0,0;16.7
9328;Verdun;0,0;208;3;17.8;75.3;25280;0,0;0,0
9329;Vernajoul;23.1;710;10;78.2;77.8;23270;0,0;23.1
9330;Vernaux;62.5;34;2;5.6;82.6;N/A - secret statistique;0,0;0,0
9331;Le Vernet;64.1;693;21;124,0;79.4;21320;6.5;16.3
9332;Verniolle;52,0;2381;96;211.5;78.7;23440;30.7;1.5
9334;Val-de-Sos;35.1;571;16;10.7;73.7;20290;0,0;7,0
9335;Villeneuve;0,0;42;1;8.4;78.6;N/A - secret statistique;0,0;0,0
9336;Villeneuve-d'Olmes;23.1;962;23;162.5;70.1;19990;61.3;3.5
9338;Villeneuve-du-Latou;23.8;154;9;23.6;66.7;20890;0,0;4.8
9339;Villeneuve-du-Paréage;35.4;752;23;65.6;81.9;23460;4.6;20,0
9340;Vira;0,0;158;4;29.9;75.3;21380;0,0;16.7
9341;Viviès;0,0;156;2;35.5;76.5;14940;0,0;0,0
9342;Sainte-Suzanne;0,0;249;5;24,0;81.4;21790;0,0;0,0
10002;Ailleville;18.2;223;5;44.5;83.2;21840;0,0;0,0
10003;Aix-Villemaur-Pâlis;36.7;3336;107;44.3;74.9;20860;6.3;4.5
10004;Allibaudières;18.2;211;8;8.7;69.2;20810;9.1;0,0
10005;Amance;28.9;244;6;10.7;79.3;21700;63.2;0,0
10006;Arcis-sur-Aube;37.6;2779;119;292.8;73.5;20470;24.6;4,0
10007;Arconville;0,0;107;5;7.1;77.8;23570;0,0;0,0
10008;Argançon;0,0;107;6;13,0;79,0;21770;0,0;76.9
10009;Arrelles;12.5;88;6;6.1;71.2;N/A - secret statistique;0,0;0,0
10010;Arrembécourt;0,0;47;2;6.6;64,0;N/A - secret statistique;0,0;0,0
10011;Arrentières;11.8;187;21;13.4;83.5;26870;8.8;0,0
10012;Arsonval;62.5;289;7;38.1;74.6;22300;0,0;12.5
10013;Assenay;0,0;137;2;40.1;80.9;26410;0,0;66.7
10014;Assencières;7.4;189;6;25.6;86.7;21900;77.8;0,0
10015;Aubeterre;47.4;391;10;33.5;84.9;23270;10.5;21.1
10017;Aulnay;23.3;110;9;10.5;86.2;23290;60,0;0,0
10018;Auxon;48.8;934;34;36.6;74.7;21840;15,0;9.4
10019;Val-d'Auzon;47.6;364;13;13.2;80.7;23780;0,0;0,0
10020;Avant-lès-Marcilly;5.9;513;12;18.6;80.1;25030;5.9;0,0
10021;Avant-lès-Ramerupt;50,0;156;8;7.5;85.4;23590;0,0;0,0
10022;Avirey-Lingey;18.8;198;21;11.1;84.6;24050;0,0;0,0
10023;Avon-la-Pèze;0,0;209;1;16.5;88.7;24260;0,0;0,0
10024;Avreuil;0,0;168;4;16.3;83.7;23480;0,0;0,0
10025;Bagneux-la-Fosse;0,0;177;24;7.7;78.9;25560;0,0;0,0
10026;Bailly-le-Franc;0,0;36;3;6,0;66.7;N/A - secret statistique;0,0;0,0
10027;Balignicourt;11.8;57;8;4.4;78.4;N/A - secret statistique;0,0;0,0
10028;Balnot-la-Grange;11.1;112;7;5.6;91.5;22810;0,0;0,0
10029;Balnot-sur-Laignes;0,0;157;19;15.5;88.1;29650;9.1;0,0
10030;Barberey-Saint-Sulpice;79.2;1551;138;165.7;67.6;23060;8,0;7.7
10031;Barbuise;9.7;447;12;24.7;77.9;23430;25.8;16.1
10032;Baroville;14,0;268;31;15.5;81.3;27850;25.6;0,0
10033;Bar-sur-Aube;36.7;4743;231;291.5;71.6;18970;28.2;1.5
10034;Bar-sur-Seine;41.7;2869;175;104.2;69.9;19460;9.6;2.1
10035;Bayel;7.6;741;10;32.2;78.2;20770;7.6;2.5
10037;Bercenay-en-Othe;70,0;419;9;23.5;76.8;24220;0,0;0,0
10038;Bercenay-le-Hayer;66.7;190;4;13,0;77.9;23730;0,0;11.1
10039;Bergères;6.2;111;20;19.1;91.7;24530;6.2;0,0
10040;Bernon;70.6;162;7;9,0;78.5;19780;0,0;0,0
10041;Bertignolles;0,0;52;6;8.4;80.6;N/A - secret statistique;0,0;11.1
10042;Bérulle;14.3;196;10;11.9;77.7;21140;7.1;7.1
10043;Bessy;58.3;114;8;16.2;83,0;22320;0,0;12.5
10044;Bétignicourt;0,0;33;1;10.4;72.7;N/A - secret statistique;0,0;0,0
10045;Beurey;0,0;178;15;10.3;78.4;26090;10.5;23.7
10046;Blaincourt-sur-Aube;0,0;98;3;16.9;84.6;N/A - secret statistique;0,0;25,0
10047;Blignicourt;0,0;43;5;10.1;73.3;N/A - secret statistique;88.3;0,0
10048;Bligny;7.4;161;18;7.1;81.1;25270;0,0;0,0
10049;Les Bordes-Aumont;45.8;539;10;98.2;78.2;25880;0,0;25,0
10050;Bossancourt;0,0;193;4;27.9;76.9;21320;16.7;33.3
10051;Bouilly;34.2;1074;33;69.3;80.4;24470;6.5;11.4
10052;Boulages;7.7;227;6;19.7;80.2;22870;0,0;57.7
10053;Bouranton;32.5;623;14;76.4;78.4;23970;0,0;17.5
10054;Bourdenay;0,0;123;4;6.6;77.8;24890;66.7;11.1
10055;Bourguignons;27,0;252;9;15.3;73.5;22880;37.8;8.1
10056;Bouy-Luxembourg;13.3;248;7;20.6;77.2;24000;0,0;13.3
10057;Bouy-sur-Orvin;57.1;54;3;8.1;80,0;N/A - secret statistique;0,0;0,0
10058;Bragelogne-Beauvoir;10.9;221;27;9.4;85.1;25970;19.6;6.5
10059;Braux;25,0;113;5;7.4;78.5;20780;0,0;0,0
10060;Bréviandes;23.7;3091;89;503.4;76.8;23440;10.8;28.4
10061;Brévonnes;58.9;667;12;33.7;78.5;21170;0,0;3.6
10062;Briel-sur-Barse;12,0;196;7;15.7;82.4;23040;0,0;40,0
10063;Brienne-la-Vieille;6.5;386;6;23.8;80.9;22990;0,0;9.7
10064;Brienne-le-Château;31.1;2703;121;125.4;71.1;20220;10,0;1.9
10065;Brillecourt;25,0;87;2;15.2;73.3;N/A - secret statistique;0,0;0,0
10066;Bucey-en-Othe;33.3;433;5;33.2;79.2;25660;0,0;11.1
10067;Buchères;73,0;1959;61;274.4;78,0;23170;17.5;5.3
10068;Buxeuil;0,0;112;16;25.3;88.6;36030;13,0;2.6
10069;Buxières-sur-Arce;26.3;107;20;10.3;92.2;24090;0,0;5.3
10070;Celles-sur-Ource;41.9;489;74;51,0;79.5;28650;4,0;0.7
10071;Chacenay;0,0;52;6;6.7;70,0;N/A - secret statistique;0,0;0,0
10072;La Chaise;0,0;32;1;3.6;84.2;N/A - secret statistique;0,0;0,0
10073;Chalette-sur-Voire;85,0;128;3;22.7;80.9;23510;0,0;0,0
10074;Chamoy;5.9;503;9;30.1;80.6;20670;23.5;5.9
10075;Champfleury;35.3;109;6;6.1;79.5;24380;0,0;0,0
10076;Champignol-lez-Mondeville;9.5;259;21;5.9;85.6;25940;7.1;11.9
10077;Champigny-sur-Aube;80,0;95;4;14.2;84.1;N/A - secret statistique;0,0;0,0
10078;Champ-sur-Barse;22.2;26;9;3.7;87.5;N/A - secret statistique;13.9;0,0
10079;Channes;48.7;116;13;8.1;89.5;28160;15.4;2.6
10080;Chaource;31,0;1012;56;32.6;74.8;20860;15.3;0,0
10081;La Chapelle-Saint-Luc;41.6;12603;479;1202.6;66.6;16420;26,0;9.9
10082;Chapelle-Vallon;0,0;232;9;12.1;76.9;22760;5.9;35.3
10083;Chappes;0,0;356;4;36.5;77.3;24240;12.5;12.5
10084;Charmont-sous-Barbuise;42.2;1039;43;27.1;84.1;26350;0.8;14.8
10085;Charmoy;0,0;63;3;9.1;81.2;N/A - secret statistique;0,0;0,0
10086;Charny-le-Bachot;65.6;242;13;17.7;83.1;23110;6.2;9.4
10087;Chaserey;42.9;46;4;6.7;86.2;N/A - secret statistique;0,0;14.3
10089;Châtres;69.8;705;16;44.7;79.1;22090;9.3;4.7
10090;Chauchigny;0,0;222;5;22.8;80.4;23880;0,0;27.3
10091;Chaudrey;50,0;140;5;10.2;74.7;22560;0,0;0,0
10092;Chauffour-lès-Bailly;0,0;135;7;7.1;85.3;22000;0,0;0,0
10093;Chaumesnil;55,0;109;5;9.8;81.7;21990;41.7;0,0
10094;Chavanges;12.4;580;25;19.5;70.9;19260;48.6;1.9
10095;Le Chêne;18.1;280;13;13.3;81.7;22490;67.1;2,0
10096;Chennegy;38.5;471;11;20.3;76.5;23810;0,0;7.7
10097;Chervey;7.8;149;21;11.2;81.3;27520;0,0;2,0
10098;Chesley;61.5;295;10;13.9;71.6;20150;0,0;15.4
10099;Chessy-les-Prés;36,0;534;12;20.8;77.5;22390;0,0;28,0
10100;Clérey;32.5;1150;24;61.2;78.2;22690;21.2;18.8
10101;Coclois;52.3;171;9;24.7;87.3;22590;0,0;40.9
10102;Colombé-la-Fosse;2.3;163;21;17.5;76,0;26300;2.3;2.3
10103;Colombé-le-Sec;6.7;155;15;17.7;79.3;26810;26.7;0,0
10104;Cormost;30.8;291;7;25.6;84.3;25550;0,0;46.2
10105;Courcelles-sur-Voire;50,0;23;3;4.7;73.3;N/A - secret statistique;0,0;0,0
10106;Courceroy;0,0;147;6;22,0;82.5;24730;7.1;9.5
10107;Coursan-en-Othe;0,0;103;2;11.1;77.6;N/A - secret statistique;50,0;0,0
10108;Courtaoult;0,0;90;1;10.8;87.3;N/A - secret statistique;0,0;0,0
10109;Courtenot;63.6;213;6;25.4;75,0;24180;0,0;0,0
10110;Courteranges;2.9;587;12;90.7;81,0;25190;11.5;61.5
10111;Courteron;9.2;100;22;9.7;83.9;27330;0,0;38.5
10112;Coussegrey;7.1;190;8;11.8;78.3;21150;35.7;42.9
10113;Couvignon;10,0;197;7;14.7;78.4;23690;0,0;0,0
10114;Crancey;11.4;697;12;79.1;77.6;20870;74.2;3.8
10115;Creney-près-Troyes;59.4;1996;91;126.6;77.4;25060;9.5;19.7
10116;Crésantignes;33.3;310;5;147.6;78.7;23900;0,0;11.1
10117;Crespy-le-Neuf;50,0;125;2;12.3;84,0;22710;0,0;0,0
10118;Les Croûtes;0,0;96;7;13.5;81.1;22990;0,0;28.6
10119;Cunfin;12.5;167;3;5,0;74.7;22800;0,0;0,0
10120;Cussangy;0,0;201;8;9.4;75.4;21850;25,0;8.3
10121;Dampierre;20.4;343;25;11.7;82.8;22750;35.7;12.2
10122;Davrey;5.3;225;7;23.3;75.8;20670;5.3;5.3
10123;Dienville;16.3;821;28;40.4;77.7;21860;72.3;1.1
10124;Dierrey-Saint-Julien;8,0;274;8;12.9;87.5;23690;24,0;0,0
10125;Dierrey-Saint-Pierre;28,0;307;10;14.2;85.3;23540;0,0;0,0
10126;Dolancourt;89.7;125;8;25.6;81.7;21280;0,0;6.5
10127;Dommartin-le-Coq;33.3;53;3;8.4;72.7;N/A - secret statistique;0,0;0,0
10128;Donnement;0,0;73;4;6.5;62.8;N/A - secret statistique;0,0;0,0
10129;Dosches;57.1;312;5;15.1;85.2;24930;0,0;0,0
10130;Dosnon;59.3;99;12;3.5;79,0;28350;0,0;3.7
10131;Droupt-Saint-Basle;25.9;342;15;18.4;80.2;22710;11.1;11.1
10132;Droupt-Sainte-Marie;6.7;256;9;17.8;77.1;24370;0,0;53.3
10133;Eaux-Puiseaux;33.3;251;8;29.2;79.7;23930;0,0;0,0
10134;Échemines;0,0;84;4;4.6;77.1;N/A - secret statistique;0,0;0,0
10135;Éclance;0,0;87;3;7.6;77.3;N/A - secret statistique;0,0;0,0
10136;Éguilly-sous-Bois;14.3;114;8;11.3;69,0;22230;0,0;50,0
